race_id,venue,race_date,race_name,distance,grade,single_dog_name,issue_type
bal_2025-04-28_450_Grade_5_T3,BAL,2025-04-28,,450,"Grade 5 T3","TOO COLD","Single dog race - incomplete data"
dubo_2025-04-28_400_NG1-4,DUBO,2025-04-28,,400,NG1-4,"Armatree Joker","Single dog race - incomplete data"
lctn_2025-04-28_278_6,LCTN,2025-04-28,,278,6,"Takes Time","Single dog race - incomplete data"
lctn_2025-04-28_278_INV,LCTN,2025-04-28,,278,INV,Paco,"Single dog race - incomplete data"
mait_2025-04-28_400_NG1-4,MAIT,2025-04-28,,400,NG1-4,"Doonside Lewis","Single dog race - incomplete data"
mait_2025-04-28_450_4_5,MAIT,2025-04-28,,450,4/5,"Lottie Ellie","Single dog race - incomplete data"
mait_2025-04-28_450_5,MAIT,2025-04-28,,450,5,"Lochinvar Nugget","Single dog race - incomplete data"
nor_2025-04-28_297_5_6,NOR,2025-04-28,,297,5/6,"Sarabi Sinclair","Single dog race - incomplete data"
nor_2025-04-28_297_6,NOR,2025-04-28,,297,6,"Bazinga Girl","Single dog race - incomplete data"
nor_2025-04-28_297_FFA,NOR,2025-04-28,,297,FFA,Simplicity,"Single dog race - incomplete data"
nor_2025-04-28_297_M,NOR,2025-04-28,,297,M,"Nitro's Izzy","Single dog race - incomplete data"
nor_2025-04-28_297_NOV,NOR,2025-04-28,,297,NOV,"Love My Kuna","Single dog race - incomplete data"
nor_2025-04-28_509_5_6,NOR,2025-04-28,,509,5/6,"ANGEL ABOVE","Single dog race - incomplete data"
nor_2025-04-28_509_FFA,NOR,2025-04-28,,509,FFA,"Mind Reader","Single dog race - incomplete data"
san_2025-04-28_515_Mixed_6_7_Heat,SAN,2025-04-28,,515,"Mixed 6/7 Heat",ACCREDITED,"Single dog race - incomplete data"
san_2025-04-28_595_Mixed_4_5,SAN,2025-04-28,,595,"Mixed 4/5","OAKLYN BALE","Single dog race - incomplete data"
she_2025-04-28_390_Mixed_4_5,SHE,2025-04-28,,390,"Mixed 4/5",JABBERWOCKY,"Single dog race - incomplete data"
waga_2025-04-28_320_NG1-4,WAGA,2025-04-28,,320,NG1-4,"Tiggerlong Bingo","Single dog race - incomplete data"
waga_2025-04-28_400_4_5,WAGA,2025-04-28,,400,4/5,"Mustang Free","Single dog race - incomplete data"
waga_2025-04-28_400_NG1-4,WAGA,2025-04-28,,400,NG1-4,"Stew Bob","Single dog race - incomplete data"
war_2025-04-28_450_Grade_6,WAR,2025-04-28,,450,"Grade 6","MORAINE QUINN","Single dog race - incomplete data"
war_2025-04-28_450_Grade_7,WAR,2025-04-28,,450,"Grade 7","MAJOR ALLEN","Single dog race - incomplete data"
bkhl_2025-04-27_375_4_5,BKHL,2025-04-27,,375,4/5,"Sweet Pea","Single dog race - incomplete data"
bkhl_2025-04-27_375_NG1-4,BKHL,2025-04-27,,375,NG1-4,Fireworks,"Single dog race - incomplete data"
bkhl_2025-04-27_525_5,BKHL,2025-04-27,,525,5,"ASTON TYPHOON","Single dog race - incomplete data"
bkhl_2025-04-27_525_NG,BKHL,2025-04-27,,525,NG,"Flying Nash","Single dog race - incomplete data"
capa_2025-04-27_366_4_5,CAPA,2025-04-27,,366,4/5,"Jay Mac","Single dog race - incomplete data"
capa_2025-04-27_366_6,CAPA,2025-04-27,,366,6,"Stormy Mustang","Single dog race - incomplete data"
darw_2025-04-27_312_3_4,DARW,2025-04-27,,312,3/4,"It's A Zoo","Single dog race - incomplete data"
darw_2025-04-27_312_5,DARW,2025-04-27,,312,5,Bowhunter,"Single dog race - incomplete data"
darw_2025-04-27_383_5_M,DARW,2025-04-27,,383,5/M,"Messed Up Mary","Single dog race - incomplete data"
darw_2025-04-27_383_FFA,DARW,2025-04-27,,383,FFA,"Call Waiting","Single dog race - incomplete data"
gawl_2025-04-27_400_FFA,GAWL,2025-04-27,,400,FFA,"Hunker Down","Single dog race - incomplete data"
graf_2025-04-27_450_4_5,GRAF,2025-04-27,,450,4/5,"BELLE EXTRA","Single dog race - incomplete data"
graf_2025-04-27_450_MX,GRAF,2025-04-27,,450,MX,"Lamia Lucca","Single dog race - incomplete data"
hea_2025-04-27_300_Mixed_4_5,HEA,2025-04-27,,300,"Mixed 4/5","Gunai Wizard","Single dog race - incomplete data"
mt_g_2025-04-27_305_6,MT_G,2025-04-27,,305,6,"Galactic Artemis","Single dog race - incomplete data"
mt_g_2025-04-27_400_OPEN,MT_G,2025-04-27,,400,OPEN,"Smokin' Chicken","Single dog race - incomplete data"
rich_2025-04-27_320_M,RICH,2025-04-27,,320,M,"Red Shoestring","Single dog race - incomplete data"
rich_2025-04-27_401_4_5,RICH,2025-04-27,,401,4/5,"ASTON MIKAELA","Single dog race - incomplete data"
rock_2025-04-27_407_5,ROCK,2025-04-27,,407,5,"Feelin' Dusty","Single dog race - incomplete data"
rock_2025-04-27_407_P5,ROCK,2025-04-27,,407,P5,"Velocity Risk","Single dog race - incomplete data"
rock_2025-04-27_407_R_W,ROCK,2025-04-27,,407,R/W,Novelist,"Single dog race - incomplete data"
sal_2025-04-27_510_Mixed_6_7_Heat,SAL,2025-04-27,,510,"Mixed 6/7 Heat","NEWHAVEN SEQUOIA","Single dog race - incomplete data"
ap_k_2025-04-26_342_TG1-4W,AP_K,2025-04-26,,342,TG1-4W,"Don't Talk Back","Single dog race - incomplete data"
cann_2025-04-26_601_FFA,CANN,2025-04-26,,601,FFA,"Cochise Attitude","Single dog race - incomplete data"
cann_2025-04-26_601_NOV,CANN,2025-04-26,,601,NOV,"American Indian","Single dog race - incomplete data"
gee_2025-04-26_400_Mixed_6_7,GEE,2025-04-26,,400,"Mixed 6/7",CARROTS,"Single dog race - incomplete data"
grdn_2025-04-26_515_5,GRDN,2025-04-26,,515,5,"Full Tilt Tom","Single dog race - incomplete data"
mea_2025-04-26_525_Mixed_6_7,MEA,2025-04-26,,525,"Mixed 6/7","REGENCY BOY","Single dog race - incomplete data"
nowr_2025-04-26_365_M,NOWR,2025-04-26,,365,M,"Raider Lange","Single dog race - incomplete data"
nowr_2025-04-26_520_NG,NOWR,2025-04-26,,520,NG,"Canya Sapphire","Single dog race - incomplete data"
tare_2025-04-26_300_3_4,TARE,2025-04-26,,300,3/4,"West On Winlock","Single dog race - incomplete data"
tare_2025-04-26_300_NG1-4,TARE,2025-04-26,,300,NG1-4,"Bedazzled Jewel","Single dog race - incomplete data"
w_pk_2025-04-26_520_M,W_PK,2025-04-26,,520,M,"Lagoon Joey","Single dog race - incomplete data"
